check_id,claim_id,model,contract,stratum,field,claim,locator,claim_verdict_ok_error_unverifiable,error_mode_invention_misattribution_redaction_conflation,evidence_quote_from_contract,claim_notes
REC-01,REC-01.11,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,key_obligations,Licensee must promptly notify Licensor of any known infringement of the Brand and cooperate in enforcement actions (at Licensor's expense),Licensee,,,,
REC-01,REC-01.12,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,key_obligations,"Licensee must indemnify, defend and hold harmless Licensor (and affiliates) for third-party claims arising from Licensee's breach, operation of its business, or unauthorized use of the Brand",Licensee,,,,
REC-01,REC-01.13,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,key_obligations,"Upon termination, Licensee must immediately cease all use of the Permitted Activity and cooperate to preserve the value of the Brand",Permitted,,,,
REC-01,REC-01.14,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,key_obligations,Each party warrants it has authority and capacity to enter into and perform the Agreement,Each,,,,
REC-01,REC-01.15,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Licensor may terminate the Agreement immediately and unilaterally 'for any reason,' including brand non-compliance, giving Licensee little control over continuity of the license",Licensor,,,,
REC-01,REC-01.16,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Automatic termination if the Investment Advisory Agreement ends or the Advisor ceases to be a Morgan Stanley affiliate, creating dependency risk tied to a separate contract",Investment,,,,
REC-01,REC-01.17,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"All goodwill from Licensee's use of the Brand inures solely to Licensor, and any IP rights Licensee might acquire must be assigned to Licensor without consideration",Licensee,,,,
REC-01,REC-01.18,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Broad one-sided indemnification: Licensee must indemnify Licensor for breaches, business operations, and unauthorized Brand use, with no reciprocal indemnity from Licensor",Licensee,,,,
REC-01,REC-01.19,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Licensor disclaims all warranties (including title and non-infringement) regarding the Brand, and Licensee's use is 'as-is'",Licensor,,,,
REC-01,REC-01.20,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Mutual exclusion of consequential/punitive damages, except this limitation does not apply to Licensee's indemnification obligations, leaving Licensee's liability exposure uncapped for indemnified claims",Licensee,,,,
REC-01,REC-01.21,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Assignment restrictions are strict: Licensee cannot assign, and mergers, changes of control, or sales of substantially all stock are deemed assignments requiring Licensor's sole-discretion consent, with violations causing automatic termination",Assignment,,,,
REC-01,REC-01.22,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Licensor has sole right to control infringement enforcement actions, limiting Licensee's ability to act independently to protect the Brand",Licensor,,,,
REC-01,REC-01.23,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Injunctive relief available to Licensor without bond requirement, increasing Licensee's litigation risk exposure",Injunctive,,,,
REC-01,REC-01.24,claude-sonnet-5,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,short,risks,"Sublicenses are narrowly limited (only to wholly owned subsidiaries, with consent) and terminate automatically on multiple trigger events, creating operational risk for Licensee's subsidiaries relying on the Brand",Sublicenses,,,,
REC-02,REC-02.01,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,parties,"eGain Communications Corporation (eGain, service provider/host)",Communications,,,,
REC-02,REC-02.02,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,parties,Eliance Corporation (Customer),Corporation,,,,
REC-02,REC-02.03,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,term,"Initial term of one year from the Effective Date, automatically renewing for successive one-year periods unless either party gives at least 30 days' written notice of non-renewal; either party may terminate earlier for uncured material breach (30-day cure period), insolvency, or bankruptcy proceedings.",Effective,,,,
REC-02,REC-02.04,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,"eGain must provide hosting, maintenance and access services to the Software via the eGain System, and 24/7 live telephone customer support.",Software,,,,
REC-02,REC-02.05,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,eGain must provide Customer with usage Reports via a password-protected website.,Customer,,,,
REC-02,REC-02.06,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,"eGain warrants the Software will perform per documentation, Hosting Services will be performed professionally, and the Software/System will be Year 2000 compliant, with specified remedies for breach.",Software,,,,
REC-02,REC-02.07,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,"eGain must defend Customer against third-party IP infringement claims relating to the Software/System, subject to conditions and control of defense.",Customer,,,,
REC-02,REC-02.08,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,"Customer must pay hosting fees monthly in advance (by the first day of the month) and pay Additional Fees as invoiced, in USD, subject to late fees for overdue payments.",Additional,,,,
REC-02,REC-02.09,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,"Customer must maintain its own internet access and equipment, notify eGain of relevant configuration changes, and use the eGain System only for lawful purposes.",Customer,,,,
REC-02,REC-02.10,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,Customer must maintain confidentiality of passwords and restrict access to authorized employees.,Customer,,,,
REC-02,REC-02.11,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,"Customer must not sublicense, resell, reverse-engineer, or use the Software/System as a service bureau, except as permitted.",Customer,,,,
REC-02,REC-02.12,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,Both parties must keep confidential information secure and return it upon termination.,Both,,,,
REC-02,REC-02.13,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,Customer must pay all unpaid accrued fees within 15 days of termination.,Customer,,,,
REC-02,REC-02.14,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,key_obligations,"eGain may use Customer's name/logo for marketing during the term, subject to Customer's guidelines; otherwise consent is required.",Customer,,,,
REC-02,REC-02.15,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,Liability cap: eGain's total liability for any claim is limited to the amount paid for the Services giving rise to the claim.,Liability,,,,
REC-02,REC-02.16,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,"Exclusion of consequential, indirect, special, exemplary and incidental damages, and no liability to third parties, except for IP infringement claims under Section 9.",Exclusion,,,,
REC-02,REC-02.17,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,"Sole and exclusive remedies for Downtime and warranty breaches are service credits or repair/replacement, limiting Customer's recourse for service failures.",Downtime,,,,
REC-02,REC-02.18,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,"Broad 'AS IS' disclaimer of warranties outside the limited warranties in Sections 6.1–6.2, including disclaiming merchantability, fitness for purpose, and non-infringement.",Sections,,,,
REC-02,REC-02.19,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,"eGain retains ownership of all Software and eGain System IP; Customer only receives a limited, non-exclusive license.",Software,,,,
REC-02,REC-02.20,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,"eGain retains rights to access, use, and retain copies of Customer's Online Messages and Reports even after termination, for its internal purposes.",Customer,,,,
REC-02,REC-02.21,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,Unilateral fee adjustment right: eGain may increase monthly fees at renewal with 60 days' notice.,Unilateral,,,,
REC-02,REC-02.22,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,"Assignment restrictions apply to both parties, but eGain (or Customer) may assign without consent in a merger, consolidation, or sale of substantially all assets, potentially transferring the contract to an unknown successor.",Assignment,,,,
REC-02,REC-02.23,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,"Indemnification by eGain for IP infringement is limited and contingent on Customer's cooperation and eGain's sole control of defense, and excludes claims arising from Customer's misuse or modifications.",Indemnification,,,,
REC-02,REC-02.24,claude-sonnet-5,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,risks,"Termination for breach requires 30-day cure period, meaning immediate termination is not available for curable breaches, which may delay remedy in urgent situations.",Termination,,,,
REC-03,REC-03.01,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,parties,"Dova Pharmaceuticals, Inc. (Dova - product owner/licensor, responsible for manufacturing, regulatory approval and commercialization of DOPTELET)",Pharmaceuticals,,,,
REC-03,REC-03.02,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,parties,Valeant Pharmaceuticals North America LLC (Valeant - co-promotion partner engaged to detail and promote the Product through its sales force),Pharmaceuticals,,,,
REC-03,REC-03.03,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,term,"The Agreement is effective as of September 26, 2018 and continues for a Term of four (4) years from the Effective Date, unless earlier terminated under Article 12 (e.g., for material breach, underperformance thresholds, product withdrawal, bankruptcy, or convenience termination with notice); a Tail Period may apply after certain terminations by Dova for convenience, with reduced payments to Valeant. No automatic renewal is specified.",September,,,,
REC-03,REC-03.04,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,Valeant must maintain at least 100 Sales Representatives detailing the Product throughout most of the Term and meet Quarterly Minimum Details targets.,Representatives,,,,
REC-03,REC-03.05,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,Valeant must ensure at least 50% of Sales Representatives' target incentive compensation is tied to Product sales performance.,50%,,,,
REC-03,REC-03.06,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,"Valeant must train its Field Force Personnel on Product Labeling, Promotional Materials, compliance policies and Applicable Laws before detailing the Product.",Promotional,,,,
REC-03,REC-03.07,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,"Valeant must comply with Applicable Laws, report Details, compensation, and compliance matters quarterly to Dova, and refrain from promoting outside the approved Specialty/Field/Territory.",Applicable,,,,
REC-03,REC-03.08,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,"Dova must prepare, control content of, and provide Product Materials/Product Labeling, and pay Valeant the promotion fee and any milestone payment based on Net Sales.",Materials,,,,
REC-03,REC-03.09,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,"Dova retains responsibility for manufacturing, distribution, regulatory submissions, pricing, safety/pharmacovigilance, recalls, and booking of all Product sales revenue.",Product,,,,
REC-03,REC-03.10,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,Both parties must maintain confidentiality of shared information and comply with non-competition and non-solicitation restrictions during the Term (and in some cases the Tail Period).,Period,,,,
REC-03,REC-03.11,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,"Both parties must indemnify the other for breaches, negligence, willful misconduct, or violations of law, subject to certain carve-outs and liability limitations.",Both,,,,
REC-03,REC-03.12,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,Both parties must maintain adequate insurance covering their obligations under the Agreement.,Both,,,,
REC-03,REC-03.13,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,key_obligations,"Dova must pay Valeant quarterly promotion fees and, if applicable, Tail Period payments following certain terminations.",Valeant,,,,
REC-03,REC-03.14,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,"Non-competition restrictions on both parties limit marketing of competing products in the Territory during the Term (and potentially during the Tail Period), which could restrict business flexibility.",Non-competition,,,,
REC-03,REC-03.15,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,Non-solicitation clause restricts hiring of key personnel involved in the collaboration.,Non-solicitation,,,,
REC-03,REC-03.16,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,"Valeant bears sole responsibility for its Field Force Personnel's compliance, employment-related liabilities, and costs, exposing it to significant operational risk.",Personnel,,,,
REC-03,REC-03.17,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,"Dova retains broad control over regulatory, safety, pricing, and manufacturing decisions, limiting Valeant's influence despite shared commercial risk.",Valeant,,,,
REC-03,REC-03.18,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,Mutual indemnification obligations are broad but capped by exclusion of consequential/punitive damages (with carve-outs for indemnification and confidentiality breaches).,Mutual,,,,
REC-03,REC-03.19,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,"Dova has unilateral rights to terminate for underperformance by Valeant (Sales Force Size or Detail minimums) or to replace the Designated/Alternate Product, which could result in termination risk for Valeant.",Designated,,,,
REC-03,REC-03.20,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,"Assignment of all Product-related intellectual property (Inventions) developed by Valeant to Dova, limiting Valeant's retained IP rights except for pre-existing Valeant Property.",Product-related,,,,
REC-03,REC-03.21,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,"Valeant’s promotion fee is fully contingent on Net Sales performance, creating revenue risk if sales targets are not met or if Applicable Percentage reductions apply due to underperformance.",Applicable,,,,
REC-03,REC-03.22,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,"Termination for convenience by either party is permitted upon notice, creating relationship instability risk.",Termination,,,,
REC-03,REC-03.23,claude-sonnet-5,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,long,risks,"Confidentiality obligations survive termination for a limited period only, after which certain protections lapse.",Confidentiality,,,,
REC-04,REC-04.01,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,parties,"RMF Empire, Inc. DBA West Coast Customs (WCC) (licensor of WCC trademarks and promotional services provider)",Customs,,,,
REC-04,REC-04.02,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,parties,"Bosch International, LLC / XLI Technologies, Inc. (XLI) (licensee of WCC trademarks and sponsor/payor)",International,,,,
REC-04,REC-04.03,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,term,"Effective December 1, 2015, expiring November 30, 2016. May be renegotiated or cancelled by mutual consent, upon significant changes to the Benefits Schedule, or if either party becomes bankrupt or insolvent. No renewal provision specified.",Effective,,,,
REC-04,REC-04.04,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,key_obligations,"WCC grants XLI a limited, non-exclusive license to use WCC's Trademarks for promotional purposes, subject to WCC's prior written approval.",Trademarks,,,,
REC-04,REC-04.05,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,key_obligations,"XLI grants WCC a limited, non-exclusive, royalty-free license to use the 'Light Sheets' trademark for promotional purposes, subject to XLI's prior written approval.",Sheets,,,,
REC-04,REC-04.06,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,key_obligations,"WCC must ensure all public communications reference XLI products as 'Light Sheets' and provide the promotional benefits listed in Attachment A (e.g., brand mentions, commercial spots, installation of Light Sheets on two Lamborghinis).",Lamborghinis,,,,
REC-04,REC-04.07,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,key_obligations,"XLI must pay WCC in accordance with Attachment B, which includes issuing 5,500,000 common stock shares of XLI Technologies, Inc. within five days of signing, and providing 'Light Sheets' at no cost for promotional use at XLI's discretion.",Technologies,,,,
REC-04,REC-04.08,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,key_obligations,Both parties must not disparage each other's trademarks or products.,Both,,,,
REC-04,REC-04.09,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,key_obligations,Both parties must maintain insurance during the term and for one year thereafter.,Both,,,,
REC-04,REC-04.10,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,key_obligations,Both parties must keep the terms of the agreement confidential and not make public announcements without prior written consent.,Both,,,,
REC-04,REC-04.11,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,risks,"XLI assigns to WCC all goodwill and rights developed from XLI's use of WCC's trademarks, which may dilute XLI's control over its own promotional efforts.",promotional,,,,
REC-04,REC-04.12,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,risks,"WCC assigns to XLI all goodwill and rights developed from WCC's use of XLI's trademark, which may affect WCC's brand.",developed,,,,
REC-04,REC-04.13,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,risks,"Either party can terminate for breach after a 30-day cure period, but there is no specified liability cap or limitation of damages.",Either,,,,
REC-04,REC-04.14,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,risks,"The indemnification provisions are mutual but exclude liability for the other party's negligence, which may leave gaps in coverage.",indemnification,,,,
REC-04,REC-04.15,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,risks,"The agreement grants a non-exclusive license, so neither party has exclusivity, and WCC may promote competing products.",non-exclusive,,,,
REC-04,REC-04.16,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,risks,"The Sponsor Benefits Schedule (Attachment A) controls over the main agreement in case of conflict, which could alter obligations unexpectedly.",Attachment,,,,
REC-04,REC-04.17,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,risks,"The stock compensation is fully vested upon signing, so XLI bears the risk if the promotional benefits are not delivered as expected.",compensation,,,,
REC-04,REC-04.18,deepseek-v4-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,risks,"Confidentiality obligations survive termination, and breach could lead to legal action.",Confidentiality,,,,
REC-05,REC-05.01,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,parties,"Johnson Matthey Catalog Company, Inc. d/b/a Alfa Aesar (exclusive distributor)",Johnson,,,,
REC-05,REC-05.02,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,parties,Nanophase Technologies Corporation (manufacturer/supplier),Technologies,,,,
REC-05,REC-05.03,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,term,"Initial term of 5 years from October 24, 2005, automatically renewing for additional 2-year terms unless either party gives 6 months' notice of non-renewal; terminable for material breach (60 days' cure), insolvency, or by either party for any reason with 6 months' notice.",Initial,,,,
REC-05,REC-05.04,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,key_obligations,"Alfa Aesar: use reasonable efforts to promote, market, sell and distribute research quantities of the products worldwide; purchase all its requirements of such products exclusively from Nanophase; repackage products into research sample quantities; maintain sufficient stocks.",Nanophase,,,,
REC-05,REC-05.05,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,key_obligations,Nanophase: sell products to Alfa Aesar at the agreed prices; accept purchase orders unless rejected within 3 days; ship products FOB/FCA; provide training and marketing/technical support; pay referral commissions on sales referred by Alfa Aesar.,Nanophase,,,,
REC-05,REC-05.06,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,key_obligations,"Both parties: comply with confidentiality obligations; maintain comprehensive general liability insurance of at least $2,000,000; indemnify the other for certain breaches and misconduct.","$2,000,000",,,,
REC-05,REC-05.07,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,risks,"Alfa Aesar has exclusive distribution rights but must purchase all its requirements exclusively from Nanophase, restricting sourcing alternatives.",Nanophase,,,,
REC-05,REC-05.08,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,risks,"Nanophase retains rights to sell commercial quantities and provide free samples, potentially competing with Alfa Aesar's sales.",Nanophase,,,,
REC-05,REC-05.09,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,risks,"Alfa Aesar may be liable for indemnification to Nanophase for its breach of warranties, gross negligence, or willful misconduct.",Nanophase,,,,
REC-05,REC-05.10,deepseek-v4-pro,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,risks,The agreement includes a broad confidentiality clause with limited exceptions and requires return of confidential information upon termination.,confidentiality,,,,
