check_id,claim_id,model,contract,stratum,field,claim,locator,claim_verdict_ok_error_unverifiable,error_mode_invention_misattribution_redaction_conflation,evidence_quote_from_contract,claim_notes
REC-01,REC-01.15,claude-sonnet-5,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,Automatic termination provisions tied to assignment or termination of underlying Advisory Agreements could abruptly end services with limited advance planning.,Agreements,,,,
REC-01,REC-01.16,claude-sonnet-5,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"Fee structure (Cost of Services allocation formula with a fixed 10% margin) is based on FASC's internal cost allocations across multiple advisers, which may be difficult for the Adviser to audit or verify independently.",10%,,,,
REC-02,REC-02.01,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,parties,Federated Investment Management Company (Adviser),Investment,,,,
REC-02,REC-02.02,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,parties,"Federated Advisory Services Company (FASC, service provider)",Federated,,,,
REC-02,REC-02.03,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,term,"Effective January 1, 2004; continues until terminated by mutual agreement or by either party on not less than 60 days' written notice. For registered investment companies, subject to annual board approval and termination provisions under the 1940 Act.",Effective,,,,
REC-02,REC-02.04,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,FASC: provide the services described in Exhibit A,Exhibit,,,,
REC-02,REC-02.05,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,Adviser: pay FASC the services fees calculated per Exhibit B,Adviser,,,,
REC-02,REC-02.06,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"FASC: create and maintain books and records as required by applicable law, including the 1940 Act, and provide access/copies to accounts",FASC,,,,
REC-02,REC-02.07,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"Adviser: indemnify FASC for liabilities arising from FASC's performance, subject to standards of care",Adviser,,,,
REC-02,REC-02.08,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"FASC's liability is limited to losses from willful malfeasance, bad faith, gross negligence, or reckless disregard; no liability for ordinary errors or mistakes",FASC,,,,
REC-02,REC-02.09,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"Adviser must indemnify FASC for claims arising from FASC's performance, with procedural conditions (prompt notice, defense control, settlement consent)",Adviser,,,,
REC-02,REC-02.10,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"Each party's obligations are limited to its own assets; shareholders, trustees, officers, employees, and agents are not personally liable",Each,,,,
REC-02,REC-02.11,deepseek-v4-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"For registered investment companies, the agreement may be terminated by the board or shareholders without penalty, and automatically terminates upon assignment or termination of the advisory agreement",automatically,,,,
REC-03,REC-03.01,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,parties,FEDERATED INVESTMENT MANAGEMENT COMPANY (Adviser),INVESTMENT,,,,
REC-03,REC-03.02,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,parties,FEDERATED ADVISORY SERVICES COMPANY (FASC),FEDERATED,,,,
REC-03,REC-03.03,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,term,"Begins January 1, 2004, and continues until terminated by mutual agreement or by either party on at least 60 days' written notice. For registered investment companies receiving investment advisory services, the term continues year-to-year subject to annual Board approval and automatically terminates upon assignment or termination of the underlying Advisory Agreement.",Advisory,,,,
REC-03,REC-03.04,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"FASC must provide the services outlined in Exhibit A, including performance attribution and administration/risk management.",Exhibit,,,,
REC-03,REC-03.05,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"FASC must create, maintain, and provide access to all necessary books and records in compliance with applicable laws, including the Investment Company Act of 1940.",Investment,,,,
REC-03,REC-03.06,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"Adviser must pay FASC a monthly Services Fee calculated based on the cost of services, assets under management, and an applicable margin as detailed in Exhibit B.",Services,,,,
REC-03,REC-03.07,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"Adviser must indemnify FASC against liabilities and expenses incurred while performing the services, provided FASC acted within the agreed standard of care.",Adviser,,,,
REC-03,REC-03.08,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"FASC's liability is limited; it is not responsible for errors of judgment or mistakes of law, except for willful malfeasance, bad faith, gross negligence, or reckless disregard.",FASC,,,,
REC-03,REC-03.09,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,Adviser provides a broad indemnity to FASC for actions taken or omitted in performing the services.,Adviser,,,,
REC-03,REC-03.10,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"Recourse is limited solely to the assets of the contracting parties; no claims can be made against shareholders, trustees, officers, employees, or agents.",Recourse,,,,
REC-03,REC-03.11,gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,Unilateral termination right for either party upon 60 days' written notice.,Unilateral,,,,
REC-04,REC-04.01,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,parties,Federated Investment Management Company (Adviser),Investment,,,,
REC-04,REC-04.02,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,parties,Federated Advisory Services Company (FASC; service provider),Federated,,,,
REC-04,REC-04.03,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,term,"Effective 1 January 2004 and continues until terminated by mutual agreement or either party on at least 60 days' written notice. For registered investment company Accounts receiving investment advisory services, commencement requires Board approval and continuation requires annual Board approval; the arrangement automatically terminates on assignment or termination of the relevant Advisory Agreement.",Effective,,,,
REC-04,REC-04.04,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"FASC must provide the services described in Exhibit A, including performance attribution and administration and risk-management support.",Exhibit,,,,
REC-04,REC-04.05,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"Adviser must pay FASC monthly in arrears the applicable service fee, calculated as FASC's applicable service costs allocated by assets under management, plus a 10% margin.",10%,,,,
REC-04,REC-04.06,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"FASC must create and maintain legally required records relating to its services that are not maintained by another party, including applicable Investment Company Act records, and provide Account access and requested copies.",Investment,,,,
REC-04,REC-04.07,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"For registered investment company Accounts, FASC must obtain the relevant Account Board's approval before investment advisory services may commence, if the services fall within the statutory definition of investment advisory services.",Accounts,,,,
REC-04,REC-04.08,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,"For registered investment company Accounts, continuation of any investment advisory services is subject to annual Board approval as specified in the agreement.",Accounts,,,,
REC-04,REC-04.09,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"FASC is not liable for errors of judgment, mistakes of law, or losses connected with the agreement unless caused by its willful malfeasance, bad faith, gross negligence, or reckless disregard of duties.",FASC,,,,
REC-04,REC-04.10,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"The Adviser must indemnify FASC against liabilities and defence expenses arising from FASC's performance within the stated liability standard, subject to notice and defence-control provisions.",Adviser,,,,
REC-04,REC-04.11,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"The Adviser may assume the defence of an indemnified claim; once it does so, it generally need not reimburse FASC's further defence costs unless incurred at its or its counsel's request.",Adviser,,,,
REC-04,REC-04.12,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"FASC cannot settle an indemnified claim without the Adviser's written consent, unless the Adviser does not timely assume the defence and agree to indemnify.",Adviser,,,,
REC-04,REC-04.13,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"Each party's recourse is limited to the other party and its assets; neither party may seek satisfaction from the other party's shareholders, trustees, officers, employees, or agents.",Each,,,,
REC-04,REC-04.14,gpt-5.6-terra,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,"Either party may terminate on 60 days' written notice; for qualifying registered investment company services, the Account's Board or securityholders may terminate without penalty on 60 days' notice to the Adviser, and assignment or termination of the Advisory Agreement causes automatic termination.",Advisory,,,,
REC-05,REC-05.01,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,parties,FEDERATED INVESTMENT MANAGEMENT COMPANY (Adviser),INVESTMENT,,,,
REC-05,REC-05.02,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,parties,FEDERATED ADVISORY SERVICES COMPANY (FASC),FEDERATED,,,,
REC-05,REC-05.03,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,term,"60 days' written notice for termination, with some services subject to annual approval by the Account's Board",Account,,,,
REC-05,REC-05.04,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,FASC shall provide the services indicated in Exhibit A,Exhibit,,,,
REC-05,REC-05.05,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,Adviser shall pay FASC the Services Fees calculated and payable in accordance with Exhibit B,Services,,,,
REC-05,REC-05.06,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,FASC shall create and maintain necessary books and records,FASC,,,,
REC-05,REC-05.07,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,key_obligations,Adviser shall indemnify FASC against certain liabilities,Adviser,,,,
REC-05,REC-05.08,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,FASC's limitation of liability for errors of judgment or mistakes of law,FASC,,,,
REC-05,REC-05.09,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,Adviser's indemnification of FASC against certain liabilities,Adviser,,,,
REC-05,REC-05.10,llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,short,risks,Unilateral termination rights by the Account's Board or a vote of the Account's outstanding voting securities,Unilateral,,,,
REC-06,REC-06.01,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,parties,EuroTel Bratislava a.s. (customer),Bratislava,,,,
REC-06,REC-06.02,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,parties,Sicap Ltd (maintenance and support provider),Sicap,,,,
REC-06,REC-06.03,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,term,"Effective from 06 October 2000 for an initial duration of two years; prices fixed for first 12 months then subject to annual adjustment (EuroTel has 1 month to accept/reject new pricing offer, silence = acceptance); after the initial two-year term, the contract auto-renews annually unless terminated by either party with at least 6 weeks' written notice (registered letter) before the renewal date; either party may terminate immediately for uncured substantial breach (30-day cure period).",Effective,,,,
REC-06,REC-06.04,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,"Sicap Ltd must provide HotLine incident support, 20 hours/month telephone support, remote ISDN support, and change management as standard services.",HotLine,,,,
REC-06,REC-06.05,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,"Sicap Ltd must respond to incidents within specified response times based on priority (emergency: 4 hours response/24hr resolution target, high: 4 hours, medium: next working day, low: day after next working day).",Sicap,,,,
REC-06,REC-06.06,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,Sicap Ltd must assess and quote Requests for Change (RFCs) and communicate progress weekly.,Requests,,,,
REC-06,REC-06.07,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,EuroTel must perform first-level maintenance (day-to-day system administration) and initial fault tracing before escalating to Sicap Ltd.,EuroTel,,,,
REC-06,REC-06.08,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,EuroTel must designate up to 5 trained system administrators authorized to use the HotLine and GNATS tool.,EuroTel,,,,
REC-06,REC-06.09,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,"EuroTel must report incidents via HotLine and GNATS with required details, and supply supplementary diagnostic information/logs and remote access on Sicap Ltd's request.",EuroTel,,,,
REC-06,REC-06.10,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,EuroTel must have staff on-site during emergency recovery efforts as instructed by Sicap Ltd.,EuroTel,,,,
REC-06,REC-06.11,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,EuroTel must accept or decline change quotations/delivery plans and accept implemented changes.,EuroTel,,,,
REC-06,REC-06.12,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,"EuroTel must pay Maintenance and Support fees semi-annually in advance, plus separately for installation costs, additional support, and travel/accommodation expenses at cost.",Maintenance,,,,
REC-06,REC-06.13,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,"EuroTel must maintain proper site/environmental conditions and prevent misuse, unauthorized modifications, or unapproved third-party equipment connections.",EuroTel,,,,
REC-06,REC-06.14,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,EuroTel must provide Sicap Ltd site access (with security compliance) and keep an updated list of system administrators.,EuroTel,,,,
REC-06,REC-06.15,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,"Sicap Ltd may charge extra for support outside standard service (e.g., third-party software bugs, misuse, unauthorized modifications) at cost/hourly rates.",Sicap,,,,
REC-06,REC-06.16,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,Sicap Ltd may suspend services if EuroTel fails to pay after notification.,EuroTel,,,,
REC-06,REC-06.17,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,"Sicap Ltd excludes liability for indirect/consequential loss, loss of profit, lost savings, and business interruption losses.",Sicap,,,,
REC-06,REC-06.18,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,"Damages claims require prompt written notice by EuroTel, potentially limiting recovery if not timely reported.",Damages,,,,
REC-06,REC-06.19,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,Sicap Ltd can unilaterally raise prices annually via new offer; failure by EuroTel to respond in writing within one month results in automatic acceptance of the new pricing.,EuroTel,,,,
REC-06,REC-06.20,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,"Sicap Ltd may suspend services for late payment, with no liability for resulting damages to EuroTel.",EuroTel,,,,
REC-06,REC-06.21,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,No reimbursement of prepaid fees upon termination or non-renewal.,reimbursement,,,,
REC-06,REC-06.22,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,"Support scope excludes bugs/issues in third-party software, EuroTel system mismanagement, or unauthorized modifications — EuroTel bears cost/risk for these issues, including misuse charges at cost.",Support,,,,
REC-06,REC-06.23,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,"EuroTel bears cost and risk if Sicap Ltd personnel travel to site but cannot perform services due to reasons beyond Sicap Ltd's control (e.g., no access, force majeure).",EuroTel,,,,
REC-06,REC-06.24,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,"Assignment of rights/obligations requires prior written consent, limiting EuroTel's flexibility to transfer the contract, though assignment to subsidiaries is permitted without such consent.",Assignment,,,,
REC-06,REC-06.25,claude-sonnet-5,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,risks,Automatic renewal clause could bind EuroTel to continued fees unless it proactively terminates within the notice window.,Automatic,,,,
REC-07,REC-07.01,deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,parties,EuroTel Bratislava a.s. (customer),Bratislava,,,,
REC-07,REC-07.02,deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,parties,Sicap Ltd (service provider),Sicap,,,,
REC-07,REC-07.03,deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,term,"Effective 06 October 2000, duration of two years, automatically renewed for one-year periods unless terminated with at least six weeks' notice prior to renewal date. Prices valid for first 12 months; after that, Sicap Ltd may adjust prices annually with three months' notice, and EuroTel may terminate within one month if it does not accept the new offer.",Effective,,,,
REC-07,REC-07.04,deepseek-v4-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,key_obligations,"Sicap Ltd: provide standard services including hotline support, 20 hours of telephone support per month, remote support via ISDN, and change management.",Sicap,,,,
