contract,stratum,word_count,strict_json_ok,parse_error,fields_ok,brief_json,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,short,2848,True,,True,"{""parties"": [""Peregrine/Bridge Transfer Corporation (Licensor)"", ""NEON Systems, Inc. (Licensee)"", ""Skunkware, Inc. (Sole stockholder of Licensor, joining party)""], ""purpose"": ""To amend the 1996 Distributor Agreement to convert the distributorship to an exclusive arrangement, update royalty rates and advance payment requirements, extend the agreement's term, and grant the Licensee a right of first refusal and an option to purchase the Licensor's assets or stock."", ""key_obligations"": [""Licensee must pay quarterly Royalty Advances based on an escalating Annual Royalty Advance Requirement (starting at $1,000,000 for the fiscal year beginning April 1, 1999)."", ""Licensee must pay royalties to Licensor for licensed products and maintenance/support services based on a Specified Royalty Percentage (initially 50%, reducing to 40% after advances are credited)."", ""Licensor must repay any outstanding Royalty Advances to Licensee upon expiration or termination of the agreement."", ""Licensor and Skunkware must provide Licensee with a right of first refusal on any bona fide offer to purchase Licensor's stock or assets."", ""Licensor and Skunkware must grant Licensee an exclusive option to purchase all of Licensor's assets or stock, exercisable under specified conditions."", ""Licensor must conduct business in the ordinary course and refrain from merging, selling assets, or issuing new securities without Licensee's consent while the purchase option exists.""], ""term"": ""Effective through March 31, 2004, with automatic successive one-year renewals unless either party provides written notice of termination at least 60 days prior to the end of the current term."", ""risks"": [""Exclusivity: The distributorship is converted to an exclusive arrangement, restricting Licensor's ability to use other distributors (with a narrow exception for IBM)."", ""Acceleration of Payments: If the agreement is terminated due to Licensee's failure to pay, all sums accrued and payable to Licensor accelerate and become immediately due."", ""Liability Carve-outs: The limitation of liability does not apply to Licensor's obligation to repay Royalty Advances or breaches of Section 6.2."", ""Operational Restrictions: Licensor is heavily restricted from engaging in mergers, asset sales, or issuing securities while the Licensee's option to purchase exists."", ""Late Payment Interest: Any royalty payment not paid when due accrues interest at 10% per annum.""]}",,4685,576,stop,22.94,0.01628,results/raw/20260825T121155__summary__gemini-3.1-pro__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI.txt
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,2851,True,,True,"{""parties"": [""RMF Empire, Inc. DBA West Coast Customs (Promoter/Sponsee)"", ""Bosch International, LLC / XLI Technologies, Inc. (Sponsor)""], ""purpose"": ""This agreement establishes a sponsorship relationship where WCC will market and promote XLI's 'Light Sheets' technology, including featuring it in television episodes, in exchange for XLI common stock and product supply."", ""key_obligations"": [""WCC must grant XLI a limited license to use its trademarks for promotional advertising."", ""WCC must promote XLI's 'Light Sheets' in its 2016 television episodes, press releases, and media days, which includes installing the product on two Lamborghinis."", ""WCC must provide XLI with three 30-second commercial spots per 2016 episode."", ""XLI must grant WCC a limited license to use the 'Light Sheets' trademark."", ""XLI must issue 5,500,000 common stock shares of XLI Technologies, Inc. to WCC within five days of signing."", ""XLI must provide 'Light Sheets' at no cost to WCC for exclusive use in promotional operations and production, and handle its own commercial pre- and post-production.""], ""term"": ""Effective from December 1, 2015, and expires on November 30, 2016. It may be terminated early by mutual consent, in the event of bankruptcy, for uncured significant changes to the benefits schedule, or upon 30 days' written notice for an uncured default."", ""risks"": [""IP Goodwill Transfer: Each party automatically assigns to the other all goodwill and rights developed in connection with their use of the other party's trademarks."", ""Mutual Indemnities: Both parties indemnify each other against claims arising from breaches of the agreement or approved use of the other's trademarks, though neither is liable for the other's negligence."", ""Termination Rights: Either party may unilaterally terminate the agreement if the other party fails to cure a default within 30 days of written notice."", ""Non-Disparagement: Both parties are strictly prohibited from disparaging the other's trademarks, brand names, affiliated companies, or products."", ""Confidentiality: Strict confidentiality obligations apply to the agreement terms and any shared technical or trade secret information.""]}",,4199,538,stop,17.17,0.01485,"results/raw/20260825T121213__summary__gemini-3.1-pro__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S.txt"
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,short,2909,True,,True,"{""parties"": [""UTEK Corporation ('UTK') (Service Provider)"", ""World Energy Solutions ('AVDU') (Client)""], ""purpose"": ""AVDU engages UTK to identify and present technology acquisition opportunities from research universities and government laboratories, and potentially acquire licenses for subsequent transfer to AVDU."", ""key_obligations"": [""UTK must identify and present synergistic new technologies, maintain AVDU's confidentiality, and, upon agreement, acquire technology licenses through a subsidiary for subsequent sale to AVDU."", ""AVDU must pay UTK $120,000 in unregistered common stock (vesting monthly), cooperate by providing necessary information, and comply with securities laws regarding disclosures.""], ""term"": ""12 months, renewable upon mutual written agreement. Either party may terminate at any time with 30 days written notice."", ""risks"": [""Either party may terminate the agreement at any time with 30 days written notice."", ""Mutual indemnification for misrepresentation or breach of the agreement."", ""AVDU is restricted from directly acquiring any technologies presented by UTK from the developer for 24 months following termination."", ""Mutual non-solicitation of employees for 24 months following execution."", ""Breach of material terms entitles the non-breaching party to injunctive relief without proving damages."", ""Prevailing party in any dispute is entitled to recover attorney's fees.""]}",,4177,327,stop,14.22,0.01228,results/raw/20260825T121227__summary__gemini-3.1-pro__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,2955,True,,True,"{""parties"": [""eGain Communications Corporation (eGain / service provider)"", ""Eliance Corporation (Customer)""], ""purpose"": ""This agreement establishes the terms under which eGain will provide the Customer with web-based access, maintenance, and hosting services for eGain's software to process and respond to online messages."", ""key_obligations"": [""eGain must provide hosting services, system maintenance, and 24/7 live telephone customer support."", ""eGain must defend and indemnify the Customer against third-party intellectual property infringement claims related to the software."", ""Customer must pay hosting fees on or before the first day of the month and pay any applicable taxes."", ""Customer must provide and maintain its own internet access and telecommunications equipment."", ""Customer must use the system only for lawful purposes, maintain password confidentiality, and not reverse-engineer the software.""], ""term"": ""Initial one-year term, automatically renewing for successive one-year periods unless either party gives at least 30 days' written notice of non-renewal."", ""risks"": [""eGain's total liability is capped at the price paid for the services out of which the claim arose."", ""eGain disclaims liability for consequential, exemplary, indirect, special, or incidental damages, including lost profits."", ""Customer's sole and exclusive remedy for service downtime is limited to service credits."", ""eGain may adjust the monthly fee at the end of any term with 60 days' prior written notice."", ""Late payments incur a fee of 1.5% per month or the maximum allowed by law."", ""Upon termination, eGain is entitled to retain copies of the Customer's online messages and reports for its records and internal purposes.""]}",,4200,399,stop,19.24,0.01319,results/raw/20260825T121246__summary__gemini-3.1-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,3435,True,,True,"{""parties"": [""EuroTel Bratislava a.s. (Customer)"", ""Sicap Ltd (Service Provider)""], ""purpose"": ""This contract establishes the terms for Sicap Ltd to provide maintenance and support services to EuroTel for the SICAP(R) PPB, VCA, and OTA modules, replacing a previous annex to their original purchase and license agreement."", ""key_obligations"": [""Sicap Ltd must provide standard maintenance and support services, including a 24/7 hotline, 20 hours of monthly telephone support, remote support, change management, and second-level maintenance."", ""Sicap Ltd must respond to incidents within specified timeframes, such as 4 hours for emergency or high-priority requests."", ""EuroTel must perform initial fault tracing and first-level maintenance, ensuring its personnel are adequately trained."", ""EuroTel must report incidents promptly, provide necessary system information and remote access, and maintain appropriate climatic conditions for the equipment."", ""EuroTel must pay maintenance and support fees semi-annually in advance.""], ""term"": ""Effective 06 October 2000 for an initial duration of two years, automatically renewing for successive one-year periods unless terminated with at least six weeks' written notice prior to the renewal date."", ""risks"": [""Sicap Ltd completely excludes liability for indirect loss, consequential loss, loss of profit, lost savings, and operational interruption."", ""Sicap Ltd may suspend services without liability if EuroTel fails to make timely payments."", ""Sicap Ltd can adjust prices annually after the first 12 months; if EuroTel does not object in writing within one month, the price increase is deemed accepted."", ""EuroTel loses the right to claim damages if it does not report the loss to Sicap Ltd in writing as soon as possible."", ""Either party may terminate immediately for a substantial breach that remains uncured for 30 days.""]}",,6274,433,stop,17.68,0.01774,results/raw/20260825T121304__summary__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,medium,3596,True,,True,"{""parties"": [""Marv Enterprises, LLC (patent owner/licensor)"", ""Premier Biomedical, Inc. (assignor/joint venture partner)"", ""Technology Health, Inc. (licensee/joint venture partner)""], ""purpose"": ""To establish a joint venture for developing and commercializing a COVID-19 treatment and to grant Technology Health, Inc. an exclusive license to specific patents owned by Marv Enterprises, LLC."", ""key_obligations"": [""Technology Health, Inc. (THI) must pay Marv a $20,000 license fee and $80,000 to cover Premier's previously unpaid invoices."", ""THI must pay Marv a 5% royalty on the fair market value of licensed products and services, and submit quarterly sales reports."", ""THI must pay an additional 5% royalty to designated Premier shareholders until a total of $40,000,000 is paid."", ""THI must reimburse Marv for all intellectual property prosecution costs and legal expenses associated with the agreement."", ""THI must fund the joint venture by paying $750,000 for antibody development, $1,150,000 for laser technology development, and $500,000 for UK-based R&D."", ""Premier and THI must jointly cooperate to develop COVID-19 licensed products."", ""All parties must maintain the confidentiality of proprietary and business information.""], ""term"": ""not specified"", ""risks"": [""If THI fails to make required license or joint venture payments by the specified deadlines, the exclusive license automatically reverts to Premier."", ""If THI fails to prepay or denies payment for specific intellectual property costs, the rights to those specific patents or applications revert to Marv."", ""Overdue royalty payments are subject to a late fee of 3% over the prime rate."", ""The agreement prohibits the cancellation or alteration of 150,000,000 stock warrants previously granted to Mitchell S. Felder without his specific request."", ""The agreement is a nonexclusive engagement, allowing parties to provide services or products to competing companies.""]}",,5252,496,stop,22.0,0.01646,results/raw/20260825T121326__summary__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,medium,3770,True,,True,"{""parties"": [""Tom Watson (CONSULTANT)"", ""ADAMS GOLF, LTD. (ADAMS GOLF)""], ""purpose"": ""This agreement grants Adams Golf the exclusive right to use Tom Watson's name, likeness, and endorsement to advertise and promote its golf products."", ""key_obligations"": [""Consultant must grant exclusive endorsement rights to Adams Golf and exclusively play/use mandatory Adams Golf products in professional events."", ""Consultant must participate in a minimum number of professional golf events per year or repay a portion of his compensation."", ""Consultant must make promotional appearances, wear Adams Golf branded apparel, and assist with product design."", ""Adams Golf must supply the Consultant with sufficient quantities of mandatory products."", ""Adams Golf must pay the Consultant a base compensation and performance-based bonuses.""], ""term"": ""Commences on September 1, 2004, for a redacted number of years and months, terminating on a redacted date."", ""risks"": [""Exclusivity: Consultant is strictly prohibited from endorsing or advising competing golf product manufacturers, subject to limited redacted exceptions."", ""Repayment Risk: Consultant must repay portions of base compensation if he fails to play the minimum number of tournaments, dies, becomes unable to play, or is terminated for cause."", ""Unilateral Termination: Adams Golf may terminate immediately for Consultant's moral turpitude, illegal acts, or disparaging statements."", ""Indemnities: Mutual indemnities exist; Consultant indemnifies for breach of contract, while Adams Golf indemnifies for product liability and advertising claims."", ""Confidentiality: Strict confidentiality requirements apply to the agreement's terms and Adams Golf's proprietary information.""]}",,5805,385,stop,17.36,0.01623,results/raw/20260825T121343__summary__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,medium,4102,True,,True,"{""parties"": [""Freeze Tag Inc. (Company/Sponsor)"", ""American Diabetes Association, Inc. (Association/Sponsored Organization)""], ""purpose"": ""This agreement establishes a corporate sponsorship where Freeze Tag Inc. supports the American Diabetes Association's mission, specifically as a National Sponsor of Get Fit Don't Sit Day, in exchange for promotional recognition and limited use of the Association's marks."", ""key_obligations"": [""Company must pay a total cash rights fee of $150,000 to the Association in scheduled installments."", ""Company must develop a customized ZeeTour app to run a voluntary pin pad/POS donation campaign for Association events."", ""Company must maintain Commercial General Liability Insurance of at least $2,000,000 per occurrence and aggregate, naming the Association as an additional insured."", ""Company must submit all materials featuring Association Marks to the Association for prior written approval."", ""Association must acknowledge Company as a national sponsor across various media channels, including its website, press releases, e-newsletters, and social media."", ""Association must grant Company a non-exclusive, limited, revocable license to use its marks solely to identify Company as a supporter.""], ""term"": ""Commences on March 15, 2018, and expires on March 14, 2020, unless terminated earlier."", ""risks"": [""Either party may terminate the agreement on 10 business days' notice if it determines in its sole discretion that continuation will damage its reputation or goodwill."", ""Either party may terminate the agreement if the other party is subject to a change of control (except for an initial public offering)."", ""Failure by the Company to obtain advance approval for materials featuring Association Marks may be considered a breach resulting in immediate cancellation."", ""Both parties are subject to mutual indemnification obligations for claims arising from their respective negligent acts or omissions."", ""The Association retains sole discretion to approve or disapprove the use of its marks and may withhold consent for third-party usage for any reason.""]}",,5805,465,stop,18.83,0.01719,results/raw/20260825T121402__summary__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,medium,4870,True,,True,"{""parties"": [""DOT COM LLC, OBA Seattle Software Developers (Developer)"", ""Pelican Delivers Inc. (Client)""], ""purpose"": ""This agreement outlines the terms for the Developer to design, develop, and deliver the 'Pelican Delivers Application Phase 1' software and related documentation for the Client."", ""key_obligations"": [""Developer must design, develop, and deliver the software, deliverables, and documentation in accordance with the Statement of Work and delivery schedule."", ""Developer must promptly correct any defects, bugs, or deficiencies identified by the Client during acceptance testing."", ""Client must conduct good-faith acceptance tests on deliverables and promptly notify the Developer of any required changes or failures."", ""Client must provide the Developer with necessary assistance, information, and a license to use its content and marks to complete the project."", ""Client must pay all agreed fees, expenses, and potential bonuses to the Developer according to the payment schedule.""], ""term"": ""Commences on December 3, 2018, and continues through the completion or termination of the Developer's services and work product."", ""risks"": [""Unilateral termination: Either party may terminate the agreement without cause at any time upon two weeks' written notice."", ""IP Allocation: While the final product is a 'work made for hire' owned by the Client, the Developer retains full ownership of any pre-existing proprietary technology incorporated into the work."", ""Indemnification: Both parties are subject to broad mutual indemnification obligations covering breaches, gross negligence, legal violations, and third-party claims."", ""Non-disparagement: The contract includes a strict mutual non-disparagement clause covering online and offline statements, noted as a material term of the agreement."", ""Non-exclusivity: The Developer is explicitly allowed to provide software design services to third parties and solicit other clients during the term.""]}",,6900,428,stop,18.05,0.01894,results/raw/20260825T121420__summary__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3_.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,medium,5780,True,,True,"{""parties"": [""Kathy Ireland, Inc. (Licensor)"", ""The Sterling/Winters Co. (Media Producer/IP Owner)"", ""Diplomat Ambassador Eyewear Group (Licensee)""], ""purpose"": ""To grant Diplomat the right to use Kathy Ireland's name, likeness, and endorsement in connection with the manufacture, advertisement, and sale of Kathy Ireland Eyewear and related optical accessories."", ""key_obligations"": [""KI, Inc. must grant the name and likeness license and provide Kathy Ireland for product endorsement, one personal appearance, up to two photo sessions, and one video session per License Year."", ""Diplomat must pay KI, Inc. a percentage-based royalty on net wholesale volume, subject to minimum guaranteed royalties, and provide monthly sales statements."", ""Diplomat must pay for first-class travel and accommodation expenses for Kathy Ireland and her entourage for appearances, and pay The Sterling/Winters Co. daily fees for photo and video sessions."", ""Diplomat must manufacture products to an approved quality standard, submit samples and packaging for KI, Inc.'s approval, and comply with applicable labor and safety laws."", ""The Sterling/Winters Co. must produce the required photo and video sessions.""], ""term"": ""Commences August 1, 1995 and expires January 30, 2000, unless terminated earlier."", ""risks"": [""Either party may terminate the agreement if Kmart stores elect not to carry the eyewear prior to January 30, 1997."", ""KI, Inc. may terminate the agreement if Diplomat fails to commence manufacturing or selling within specified timeframes, goes bankrupt, breaches material obligations, or uses another endorser whose image risks damaging Kathy Ireland's goodwill."", ""Diplomat must broadly indemnify KI, Inc. and Kathy Ireland against claims arising from product defects, unauthorized IP use, or other actions, and must maintain adequate product liability insurance."", ""KI, Inc.'s indemnity to Diplomat is strictly limited to claims arising solely from authorized use of Kathy Ireland's name brought by other KI, Inc. licensees."", ""All images, artwork, and designs produced from the photo and video sessions remain the exclusive property of The Sterling/Winters Co., not Diplomat."", ""The license is exclusive for specific eyewear and optical cases/cleaning kits, but non-exclusive for other optical accessories.""]}",,8357,533,stop,22.47,0.02311,results/raw/20260825T121443__summary__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,medium,5880,True,,True,"{""parties"": [""Excite, Inc. (Excite)"", ""CyberShop (Client)""], ""purpose"": ""This agreement establishes a sponsorship arrangement where Excite promotes CyberShop's online department store across the Excite Network in exchange for fixed fees and a variable revenue share."", ""key_obligations"": [""Excite must display Client's promotional links and banner advertisements across various Excite and WebCrawler channels."", ""Excite must deliver specified numbers of impressions and clickthroughs and provide monthly performance reports."", ""Client must pay fixed monthly sponsorship and advertising fees, plus a variable revenue share based on sales generated from the Excite links."", ""Client must share collected User Data with Excite monthly and maintain accurate records for revenue share calculations.""], ""term"": ""Begins on the Launch Date and continues until Excite delivers a specified number of impressions and clickthroughs, with a minimum duration of two years, subject to early termination rights."", ""risks"": [""Client has a unilateral right to terminate if Excite fails to deliver the targeted number of clickthroughs within 16 months of the Launch Date."", ""Both parties provide mutual indemnities for breaches, with Client specifically indemnifying Excite for IP infringement by its banners and content on the Client Site."", ""Liability for both parties is capped at the total amounts paid by Client to Excite, and neither party is liable for special, incidental, or consequential damages."", ""Client is prohibited from using jointly-owned User Data to solicit Excite users during the term and for 12 months after termination."", ""Both parties are subject to financial and performance audit rights, which could result in paying the costs of the audit if discrepancies exceed 5%.""]}",,9061,390,stop,17.1,0.0228,results/raw/20260825T121500__summary__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE.txt
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",medium,6029,True,,True,"{""parties"": [""Ingram Micro (Distributor)"", ""NETGEAR, Inc. (NETGEAR)""], ""purpose"": ""This agreement establishes the terms for Ingram Micro to purchase, sell, and license NETGEAR hardware and software products for resale within the United States."", ""key_obligations"": [""Distributor must purchase products, pay invoices within specified timeframes, and sell only to resale customers rather than directly to end-users."", ""Distributor must provide first-level support to its customers, maintain trained staff, and submit monthly point-of-sale and inventory reports."", ""NETGEAR must supply the ordered products, provide second and third-level technical support, and honor hardware and software warranties."", ""NETGEAR must provide inventory price protection credits to the Distributor in the event of list price decreases.""], ""term"": ""One year from the Effective Date (March 1, 1996), automatically renewing for successive one-year periods unless terminated."", ""risks"": [""Either party may terminate the agreement without cause upon 90 days' written notice."", ""Distributor has exclusivity during the initial one-year term, but NETGEAR may appoint other distributors if Distributor fails to perform agreed marketing activities, and NETGEAR retains the right to sell directly to certain retail resellers."", ""NETGEAR may modify the Price List and discount schedules at any time with 30 days' advance notice."", ""Both parties' total liability is generally capped at the amounts paid to NETGEAR under the agreement, with specific exceptions for indemnities, IP breaches, and confidentiality."", ""Neither party is liable for indirect, special, incidental, or consequential damages."", ""NETGEAR retains all proprietary rights to the products and software; Distributor is only granted a limited right to use trademarks.""]}",,8635,413,stop,20.22,0.02223,"results/raw/20260825T121520__summary__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",medium,7145,True,,True,"{""parties"": [""Columbia Laboratories, (Bermuda) Ltd. (Purchaser)"", ""Fleet Laboratories Limited (Manufacturer/Supplier)""], ""purpose"": ""To amend an existing Manufacturing and Supply Agreement, updating provisions regarding regulatory compliance, raw materials, equipment ownership and maintenance, pricing, indemnities, and termination rights."", ""key_obligations"": [""Fleet must manufacture and supply Products according to Columbia's production schedules and comply with regulatory standards including ANVISA, cGMP, and GDP."", ""Fleet must maintain, safely operate, and keep free of liens the manufacturing equipment owned by Columbia."", ""Columbia must provide rolling production schedules, including binding purchase orders and non-binding forecasts."", ""Columbia must pay the agreed purchase price for the Products and reimburse Fleet for reasonable maintenance costs of Columbia's equipment."", ""Both parties must maintain comprehensive general liability and product liability insurance.""], ""term"": ""Expires on 31 December 2024, unless terminated earlier or mutually extended in writing."", ""risks"": [""Columbia holds unilateral termination rights if Fleet loses regulatory authorizations, undergoes a change of control, fails to supply at a competitive price, or if the Ares Agreement is terminated."", ""Fleet indemnifies Columbia for breaches, failure to meet specifications or delivery times, manufacturing IP infringement, and personal injury or property damage resulting from Fleet's manufacturing failures."", ""Columbia indemnifies Fleet for post-delivery product handling, product liability and wrongful death claims, breaches, and IP infringement."", ""Columbia retains title to specific equipment and raw materials; Fleet must repair or replace Columbia's equipment at its own cost if damaged due to Fleet's negligence or willful misconduct."", ""Immediate termination without liability is permitted for a material breach of the anti-bribery and anti-corruption provisions.""]}",,9968,403,stop,19.14,0.02477,"results/raw/20260825T121539__summary__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-_.txt"
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,medium,7337,True,,True,"{""parties"": [""T&B Seminars, Inc. (Licensor)"", ""Legacy Education Alliance Holdings, Inc. (Licensee)""], ""purpose"": ""To develop, market, and operate a 'Tarek's Real Estate 101' branded seminar-style education business using the intellectual property, name, image, and likeness of Tarek El Moussa."", ""key_obligations"": [""T&B must grant LEA an exclusive worldwide license to use its intellectual property for the business."", ""T&B must assist in brand development, provide marketing materials, and ensure Tarek El Moussa makes specified public appearances."", ""LEA must provide all administrative and operational services for the business, including marketing, sales, and event planning."", ""LEA must pay T&B monthly Base and Marketing Royalties, subject to a minimum guaranteed royalty of $200,000 per month starting in the seventh month."", ""LEA must not contract with Christina Anstead during the term of the agreement.""], ""term"": ""Initial term of five years, automatically renewing for successive 5-year terms unless either party gives written notice of termination at least 90 days before the end of the current term."", ""risks"": [""T&B has unilateral termination rights if LEA fails to meet cash sales benchmarks after the first year or if royalties fall below the minimum guarantee for six consecutive months."", ""LEA must indemnify T&B against claims arising from the promotion or sale of products, including FTC or regulatory actions, and must maintain $10 million in liability insurance."", ""T&B is subject to exclusivity and non-compete restrictions preventing it from selling similar products or licensing its IP to third parties in the exclusive field of use."", ""All derivative works created by LEA using the licensed IP remain the sole property of T&B."", ""Mutual exclusion of liability for lost profits and consequential damages, except for confidentiality breaches and third-party indemnification claims."", ""Tarek El Moussa provides a personal inducement guaranteeing his individual performance of the services required under the agreement.""]}",,10672,470,stop,23.07,0.02698,results/raw/20260825T121602__summary__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,medium,7663,True,,True,"{""parties"": [""Johnson Matthey Catalog Company, Inc., d/b/a ALFA AESAR (Distributor)"", ""Nanophase Technologies Corporation (Manufacturer/Supplier)""], ""purpose"": ""This agreement appoints ALFA AESAR as the exclusive worldwide distributor of NTC's nanomaterial products in research quantities for research purposes."", ""key_obligations"": [""NTC must supply the products to ALFA AESAR at agreed prices, provide training and marketing support, and pay commissions on referral sales for commercial quantities or custom services."", ""ALFA AESAR must use reasonable efforts to market and sell the products, purchase its requirements exclusively from NTC, maintain sufficient stock, and refer commercial quantity inquiries to NTC.""], ""term"": ""Initial term of 5 years, automatically renewing for successive 2-year terms unless either party provides 6 months' written notice of non-renewal."", ""risks"": [""ALFA AESAR is bound by an exclusivity and non-compete clause, requiring it to purchase exclusively from NTC and prohibiting it from dealing in products with the same specifications."", ""Either party may terminate the agreement for any reason by providing 6 months' prior written notice."", ""NTC may increase product prices annually with 90 days' notice."", ""The contract contains mutual indemnities, but Schedule B heavily limits NTC's liability, disclaims implied warranties, excludes consequential damages, and caps NTC's liability at the purchase price."", ""Schedule B requires ALFA AESAR to broadly indemnify NTC for claims relating to the order or business relationship, except those resulting solely from NTC's negligence.""]}",,10702,374,stop,16.16,0.02589,results/raw/20260825T121619__summary__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,medium,7965,True,,True,"{""parties"": [""PennTex North Louisiana Operating, LLC (Transporter)"", ""MRD Operating LLC (Customer)""], ""purpose"": ""This agreement establishes the terms and conditions under which the Transporter will receive, transport, and deliver the Customer's natural gas on its transportation system."", ""key_obligations"": [""Customer: Dedicate and commit all owned or controlled residue gas from specified plants to the Transporter's system."", ""Transporter: Construct and equip the initial transportation facilities (Commencement Date Facilities)."", ""Transporter: Provide Firm Service up to the Customer's Firm Service Gas limit and Interruptible Service for excess quantities, delivering equivalent quantities of gas to delivery points."", ""Customer: Submit monthly nominations specifying the average daily quantity of gas to be transported."", ""Customer: Pay a transportation fee of $0.04 per MMBtu and any applicable taxes on the gas.""], ""term"": ""Commences on the Effective Date and continues until the end of the 15th Contract Year, continuing thereafter until terminated by either party with 30 days' prior written notice."", ""risks"": [""Liability Exclusion: Neither party is liable for consequential, incidental, punitive, exemplary, indirect damages, or lost profits."", ""Indemnities: Mutual indemnification for breaches of the agreement, excluding gross negligence or willful misconduct. Customer also indemnifies Transporter against title claims and taxes related to the gas."", ""Suspension Rights: Either party may demand Performance Assurance (e.g., letter of credit) for unpaid undisputed amounts and suspend performance if not provided within 10 business days."", ""Curtailment: Transporter has the right to interrupt or curtail gas receipts if system capacity is exceeded, prioritizing the curtailment of Interruptible Service Gas before Firm Service Gas."", ""Imbalance Penalties: Monthly gas imbalances are cashed out based on an index price, which can be adjusted by up to 10% if the volume variance exceeds 5%.""]}",,11116,448,stop,22.35,0.02761,results/raw/20260825T121641__summary__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A.txt
